data: {"type":"response.created","response":{"id":"resp_ZkgFbtVkypqzeY0dQ2lmNAxpxh-dC5cOTQqHGzFe3Jbvph5JQbjWmTVDDhF81seyfI1yMBPPdTR9VRhU7I6SdjNrepCjNXjkdkMvC0H-GN9lP_I0SvK0p6AJ9EelH0NodY-fao39hiT3m64qXX6TJ-P9v5TFJ3hN2o04l3Ewb5NBbVoftUoxTj3YAChNKYKGalTjHWst2uwxnA8INO3vmcmKmnaXsIOuQ33yFyKllkAyQSSVLSIubpjtDJzZyJqPts3R09K_QCiomlNCJSxmgr6FROb-Dto-Sb49t7E2MZPp01N6tAtEfzoA7rMrdKWaT95F4VMv9ERsfa6SnaNb4QJmuBI8SwAUZTAwQDgT11BTlA7u-1we8mpsepsb0DGPEHq--HS3LIex8VwbXifJJLdK0bNVIg==","created_at":1788056454,"metadata":{},"model":"deepseek-v4-pro","object":"response","output":[],"parallel_tool_calls":true,"temperature":0.0,"tool_choice":"none","tools":[],"top_p":1.0,"max_output_tokens":4096,"reasoning":{"effort":"low","summary":null},"status":"in_progress","text":{"format":{"type":"text"}},"truncation":"disabled","store":false,"background":false,"frequency_penalty":0.0,"presence_penalty":0.0,"service_tier":"default","top_logprobs":0},"sequence_number":0,"model":"deepseek-v4-pro"}

data: {"type":"response.in_progress","response":{"id":"resp_ZkgFbtVkypqzeY0dQ2lmNAxpxh-dC5cOTQqHGzFe3Jbvph5JQbjWmTVDDhF81seyfI1yMBPPdTR9VRhU7I6SdjNrepCjNXjkdkMvC0H-GN9lP_I0SvK0p6AJ9EelH0NodY-fao39hiT3m64qXX6TJ-P9v5TFJ3hN2o04l3Ewb5NBbVoftUoxTj3YAChNKYKGalTjHWst2uwxnA8INO3vmcmKmnaXsIOuQ33yFyKllkAyQSSVLSIubpjtDJzZyJqPts3R09K_QCiomlNCJSxmgr6FROb-Dto-Sb49t7E2MZPp01N6tAtEfzoA7rMrdKWaT95F4VMv9ERsfa6SnaNb4QJmuBI8SwAUZTAwQDgT11BTlA7u-1we8mpsepsb0DGPEHq--HS3LIex8VwbXifJJLdK0bNVIg==","created_at":1788056454,"metadata":{},"model":"deepseek-v4-pro","object":"response","output":[],"parallel_tool_calls":true,"temperature":0.0,"tool_choice":"none","tools":[],"top_p":1.0,"max_output_tokens":4096,"reasoning":{"effort":"low","summary":null},"status":"in_progress","text":{"format":{"type":"text"}},"truncation":"disabled","store":false,"background":false,"frequency_penalty":0.0,"presence_penalty":0.0,"service_tier":"default","top_logprobs":0},"sequence_number":1,"model":"deepseek-v4-pro"}

data: {"type":"response.output_item.added","output_index":0,"item":{"type":"reasoning","id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","status":"in_progress","content":[],"summary":[],"encrypted_content":"068f9daa-e1c9-416c-bae6-50e8731964bc-0"},"sequence_number":2,"model":"deepseek-v4-pro"}

data: {"type":"response.content_part.added","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"content_index":0,"part":{"type":"reasoning_text","text":""},"sequence_number":3,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"The","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":4,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" user","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":5,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" wants","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":6,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" me","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":7,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" to","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":8,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" fix","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":9,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" the","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":10,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" repository","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":11,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" issue","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":12,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" described","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":13,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":":","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":14,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" \"","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":15,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"api","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":16,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":":","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":17,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" Fix","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":18,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" `","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":19,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"params","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":20,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"_","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":21,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"show","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":22,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"`","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":23,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" for","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":24,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" unt","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":25,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"rack","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":26,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"ed","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":27,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" targets","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":28,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":".","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":29,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" (#","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":30,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"816","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":31,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"6","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":32,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":")","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":33,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" @","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":34,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"da","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":35,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"av","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":36,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"oo","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":37,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"\".","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":38,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" This","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":39,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" is","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":40,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" a","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":41,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" chang","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":42,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"el","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":43,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"og","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":44,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" entry","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":45,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" describing","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":46,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" a","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":47,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" bug","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":48,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" fix","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":49,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" that","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":50,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" should","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":51,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" be","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":52,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" implemented","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":53,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":".\n\n","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":54,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"I","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":55,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"'ve","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":56,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" inspected","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":57,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" the","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":58,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" code","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":59,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":".","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":60,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" Let","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":61,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" me","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":62,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" think","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":63,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" about","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":64,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" the","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":65,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" actual","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":66,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" bug","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":67,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":".","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":68,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" The","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":69,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" issue","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":70,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" is","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":71,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" `","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":72,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"params","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":73,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"_","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":74,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"show","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":75,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"`","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":76,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" for","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":77,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" unt","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":78,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"rack","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":79,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"ed","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":80,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" targets","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":81,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":".","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":82,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" Looking","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":83,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" at","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":84,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" `","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":85,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"_","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":86,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"collect","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":87,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"_config","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":88,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"s","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":89,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"`","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":90,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":":\n\n","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":91,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"```","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":92,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"python","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":93,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"\n","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":94,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"params","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":95,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":",","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":96,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" fs","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":97,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"_path","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":98,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":"s","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":99,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" =","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":100,"model":"deepseek-v4-pro"}

data: {"type":"response.reasoning_text.delta","content_index":0,"delta":" collect","item_id":"ab6af7ba-723d-487d-af69-7944cd7bec4b","output_index":0,"sequence_number":101,"model":"deepseek-v4-pro"}

